(carboplatin)||carboplatin||carboplatin
levalbuterol [levosalbutamol]||levosalbutamol||levosalbutamol
levalbuterol hcl||levalbuterol||levosalbutamol
levalbuterol tartrate||levalbuterol||levosalbutamol
endoxan 500mg inj. (cyclophosphamide)||cyclophosphamide||cyclophosphamide
levamlodipine besilate||levamlodipine||levamlodipine
endoxan 500mg inj. (cyclophosphamide)||cyclophosphamid||cyclophosphamide
levamlodipine besylate||levamlodipine||levamlodipine
endoxan [cyclophosphamide monohydrate]||cyclophosphamide||cyclophosphamide
levaquin (levofloxacin)||levaquin||levofloxacin
endoxan [cyclophosphamide monohydrate]||cyclophosphamid||cyclophosphamide
levaquin (levofloxacin)||levofloxacin||levofloxacin
phenazopyrid||phenazo||phenazopyridine
endoxan [cyclophosphamide]||cyclophosphamide||cyclophosphamide
endoxan [cyclophosphamide]||cyclophosphamid||cyclophosphamide
unknown antibiotic||antibiotic||bacitracin
phenergan (promethazine hydrochloride)||promethazine hydrochloride||promethazine
phenergan (promethazine hydrochloride)||hydro||ethanol
phenergan (promethazine hydrochloride)||phenergan||promethazine
phenergan (promethazine hydrochloride)||promethazine||promethazine
bisoprolol (2328a)||bisoprolol||bisoprolol
unknown birth control||control||chloroxylenol
phenergan [promethazine]||phenergan||promethazine
phenergan [promethazine]||promethazine||promethazine
pheneticillin potassium||pheneticillin||pheneticillin
endoxan cyclophosphamide 2g (as monohydrate) powder for injection vial||cyclophosphamide||cyclophosphamide
endoxan cyclophosphamide 2g (as monohydrate) powder for injection vial||cyclophosphamid||cyclophosphamide
bisoprolol (bisoprolol)||bisoprolol||bisoprolol
unknown birth control pill||control||chloroxylenol
pheneticillin potassium||potassium||potassium
bisoprolol (fumarate acide de)||bisoprolol||bisoprolol
bisoprolol (fumarate de)||bisoprolol||bisoprolol
pheniramine maleate||pheniramine||pheniramine
levetiracetam (levetiracetam)||levetiracetam||levetiracetam
unknown cholesterol medication||cholesterol||cholesterol
bisoprolol (hemifumarate de)||bisoprolol||bisoprolol
levetiracetam (manufacturer unknown)||levetiracetam||levetiracetam
bisoprolol (unknown)||bisoprolol||bisoprolol
levetiracetam (unknown)||levetiracetam||levetiracetam
bisoprolol 1a pharma||bisoprolol||bisoprolol
unknown eye drops||eye drops||glycerin
levetiracetam 500mg||levetiracetam||levetiracetam
bisoprolol 2.5 mg||bisoprolol||bisoprolol
phenobarbital (phenobarbital)||phenobarb||phenobarbital
phenobarbital (phenobarbital)||phenobarbital||phenobarbital
levetiracetam film-coated tablet||levetiracetam||levetiracetam
bisoprolol 5 mg||bisoprolol||bisoprolol
bisoprolol [bisoprolol fumarate]||bisoprolol fumarate||bisoprolol
levetiracetam mylan||levetiracetam||levetiracetam
bisoprolol [bisoprolol fumarate]||bisoprolol||bisoprolol
phenoxymethylpenicillin (= penicillin v)||penicillin v||phenoxymethylpenicillin
levetiracetam tablet||levetiracetam||levetiracetam
bisoprolol actavis||bisoprolol||bisoprolol
phenoxymethylpenicillin (= penicillin v)||phenoxymethylpenicillin||phenoxymethylpenicillin
levetiracetam tablets usp 500mg||levetiracetam tablets||levetiracetam
levetiracetam tablets usp 500mg||levetiracetam||levetiracetam
bisoprolol film-coated tablets||bisoprolol||bisoprolol
phenoxymethylpenicillin potassium||potassium||potassium
phenoxymethylpenicillin potassium||phenoxymethylpenicillin||phenoxymethylpenicillin
levetiracetam ucb||levetiracetam||levetiracetam
bisoprolol film?coated tablets||bisoprolol||bisoprolol
bisoprolol fumerate||bisoprolol||bisoprolol
unknown thyroid medication||thyroid||levothyroxine
bisoprolol hct||bisoprolol||bisoprolol
phenytoin (amallc)||phenytoin||phenytoin
bisoprolol hemifumarate||bisoprolol||bisoprolol
bisoprolol mylan||bisoprolol||bisoprolol
phenytoin (phenytoin)||phenytoin||phenytoin
bisoprolol ratiopharm||bisoprolol||bisoprolol
phenytoin sodium (non-specific)||phenytoin sodium||phenytoin
bisoprolol salt not specified||bisoprolol||bisoprolol
phenytoin sodium (non-specific)||phenytoin||phenytoin
levocetirizine hydrochloride||hydro||ethanol
levocetirizine hydrochloride||levocetirizine||levocetirizine
bisoprolol teva||bisoprolol||bisoprolol
unspecified antibiotic||antibiotic||bacitracin
bisoprolol-hydrochlorothiazide||bisoprolol||bisoprolol
levodopa benserazide||levodopa||levodopa
bisoprolol-hydrochlorothiazide||hydro||ethanol
unspecified antibiotics||antibiotic||bacitracin
bisoprolol-hydrochlorothiazide||hydrochlorothiazide||hydrochlorothiazide
levodopa benserazide||benserazide||benserazide
bisoprolol-ratiopharm||bisoprolol||bisoprolol
unspecified birth control||control||chloroxylenol
levodopa-carbidopa||carbidopa||carbidopa
enoxaparin (enoxaparin)||enoxaparin||enoxaparin
phillips colon health||health||cetylpyridinium
levodopa-carbidopa||levodopa||levodopa
bisoprololo||bisoprolol||bisoprolol
unspecified birth control pill||control||chloroxylenol
levofloxacin (levofloxacin)||levofloxacin||levofloxacin
unspecified birth control pills||control||chloroxylenol
enoxaparin (generic)||enoxaparin||enoxaparin
phillips' colon health||health||cetylpyridinium
levofloxacin (manufacturer unknown)||levofloxacin||levofloxacin
enoxaparin sodium - winthrop||enoxaparin||enoxaparin
levofloxacin (unknown)||levofloxacin||levofloxacin
phillips' laxative dietary supplement||laxative||polyethylene glycol
phillips' milk of magnesia||magnesia||magnesium oxide
enoxaparin sodium - winthrop||enoxaparin sodium||enoxaparin
levofloxacin 500 mg||levofloxacin||levofloxacin
unspecified cholesterol medication||cholesterol||cholesterol
enoxaparina||enoxaparin||enoxaparin
phillips' milk of magnesia||milk of magnesia||magnesium hydroxide
levofloxacin 500 mg tablet||levofloxacin||levofloxacin
bisulepin hydrochloride||hydro||ethanol
levofloxacin 500mg||levofloxacin||levofloxacin
enoxaparina sodica||enoxaparin||enoxaparin
unspecified eye drops||eye drops||glycerin
levofloxacin 750 mg||levofloxacin||levofloxacin
unspecified fentanyl||fentanyl||fentanyl
unspecified fentanyl transdermal system||fentanyl transdermal||fentanyl
unspecified fentanyl transdermal system||fentanyl transdermal system||fentanyl
enoxaparine||enoxaparin||enoxaparin
levofloxacin 750mg||levofloxacin||levofloxacin
unspecified fentanyl transdermal system||fentanyl||fentanyl
levofloxacin filmcoated tablet||levofloxacin||levofloxacin
enoxaparine sodique||enoxaparin||enoxaparin
levofloxacin hemihydrate||levofloxacin||levofloxacin
bleomycin hydrochloride||hydro||ethanol
bleomycin hydrochloride||bleomycin||bleomycin
levofloxacin hydrochloride||levofloxacin||levofloxacin
bleomycin sulfate||sulfate||sulfate ion
levofloxacin hydrochloride||hydro||ethanol
bleomycin sulfate||bleomycin||bleomycin
levofloxacin tablet||levofloxacin||levofloxacin
bleomycin sulphate||bleomycin||bleomycin
levofloxacin tablets||levofloxacin||levofloxacin
phosphatidyl choline||choline||choline
bleomycine bellon||bleomycin||bleomycin
bleomycine bellon||bleomycine||bleomycin
levofloxacin tablets 500 mg||levofloxacin||levofloxacin
unspecified levodopa-based therapy||levodopa||levodopa
levofloxacin tablets 500mg||levofloxacin||levofloxacin
levofloxacin tablets 750 mg||levofloxacin||levofloxacin
blinded *aspirin||aspirin||acetylsalicylic acid
levofloxacin tablets 750mg||levofloxacin||levofloxacin
unspecified multivitamin||multivitamin||cholecalciferol
phosphocreatine sodium||phosphocreatine||phosphocreatine
entecavir 0.5mg tab (x30)||entecavir||entecavir
levofloxacina||levofloxacin||levofloxacin
levofloxacine [levofloxacin]||levofloxacin||levofloxacin
levofloxacine [levofloxacin]||levofloxacine||levofloxacin
entecavir hydrate||entecavir||entecavir
levofloxacine arrow||levofloxacin||levofloxacin
levofloxacine arrow||levofloxacine||levofloxacin
levofloxacino (2791a)||levofloxacin||levofloxacin
entecavir tab 0.5mg||entecavir||entecavir
levofloxacino (2791a)||levofloxacino||levofloxacin
blinded aliskiren||aliskiren||aliskiren
blinded allopurinol||allopurinol||allopurinol
unspecified thyroid medication||thyroid||levothyroxine
blinded apixaban||apixaban||apixaban
levofolinate [calcium levofolinate]||calcium||calcium
blinded aspirin||aspirin||acetylsalicylic acid
levofolinate calcium||calcium||calcium
levofolinate de calcium||calcium||calcium
urapidil hydrochloride||urapidil||urapidil
urapidil hydrochloride||hydro||ethanol
physiological saline solution||saline||sodium chloride
physiological saline solution||solution||minoxidil
blinded carboplatin||carboplatin||carboplatin
blinded celecoxib||celecoxib||celecoxib
levomepromazine maleate||levomepromazine||methotrimeprazine
urbason [methylprednisolone]||methylprednisolon||methylprednisolone
urbason [methylprednisolone]||methylprednisolone||methylprednisolone
levonorgestrel (unspecified)||levonorgestrel||levonorgestrel
blinded cilostazol||cilostazol||cilostazol
blinded dabigatran||dabigatran||dabigatran
levonorgestrel - bp||levonorgestrel||levonorgestrel
blinded dabrafenib||dabrafenib||dabrafenib
levonorgestrel ius [unknown]||levonorgestrel||levonorgestrel
blinded eltrombopag||eltrombopag||eltrombopag
levonorgestrel unk||levonorgestrel||levonorgestrel
blinded enalapril||enalapril||enalapril
blinded enzalutamide||enzalutamide||enzalutamide
blinded febuxostat||febuxostat||febuxostat
blinded fluticasone furoate||fluticasone furoate||fluticasone furoate
blinded fluticasone furoate||fluticasone||fluticasone
blinded fluticasone furoate||fluticason||fluticasone
levora-28||levora||levonorgestrel
blinded glasdegib||glasdegib||glasdegib
blinded ibuprofen||ibuprofen||ibuprofen
blinded idelalisib||idelalisib||idelalisib
uromitexan 400 mg||uromitexan||coenzyme m
blinded ixazomib||ixazomib||ixazomib
levothyrox (levothyroxine sodium)||levothyroxine sodium||levothyroxine
levothyrox (levothyroxine sodium)||levothyroxin||levothyroxine
picato gel||picato||ingenol mebutate
levothyrox (levothyroxine sodium)||levothyroxine||levothyroxine
blinded linagliptin||linagliptin||linagliptin
blinded naproxen||naproxen||naproxen
pico-salax (not specified)||pico-salax||picosulfuric acid
eperisone hydrochloride||eperisone||eperisone
eperisone hydrochloride||hydro||ethanol
eperisone hydrochloride||eperison||eperisone
levothyroxin-natrium||levothyroxin||levothyroxine
ursodeoxycholic acid - bp||ursodeoxycholic acid||ursodeoxycholic acid
levothyroxin?natrium||levothyroxin||levothyroxine
picosulfate na||picosulfate||picosulfuric acid
blinded no treatment received||treatment||pyrithione
blinded olaparib||olaparib||olaparib
ursodeoxycholic acid unk||ursodeoxycholic acid||ursodeoxycholic acid
levothyroxine (levothyroxine sodium)||levothyroxine sodium||levothyroxine
levothyroxine (levothyroxine sodium)||levothyroxin||levothyroxine
levothyroxine (levothyroxine sodium)||levothyroxine||levothyroxine
ephedrine hydrochloride||hydro||ethanol
pilocarpine hcl||pilocarpine||pilocarpine
levothyroxine (levothyroxine sodium) (levothyroxine sodium)||levothyroxine sodium||levothyroxine
ephedrine hydrochloride||ephedrine||ephedrine
levothyroxine (levothyroxine sodium) (levothyroxine sodium)||levothyroxin||levothyroxine
blinded paclitaxel||paclitaxel||paclitaxel
levothyroxine (levothyroxine sodium) (levothyroxine sodium)||levothyroxine||levothyroxine
levothyroxine (levothyroxine)||levothyroxin||levothyroxine
levothyroxine (levothyroxine)||levothyroxine||levothyroxine
levothyroxine (unknown)||levothyroxin||levothyroxine
pilsicainide hydrochloride||hydro||ethanol
pilsicainide hydrochloride||pilsicainide||pilsicainide
levothyroxine (unknown)||levothyroxine||levothyroxine
levothyroxine [levothyroxine sodium]||levothyroxine sodium||levothyroxine
levothyroxine [levothyroxine sodium]||levothyroxin||levothyroxine
levothyroxine [levothyroxine sodium]||levothyroxine||levothyroxine
levothyroxine na||levothyroxin||levothyroxine
epi-pen (epinephrine hydrochloride)||epinephrin||epinephrine
pinaverium bromide||pinaverium||pinaverium
levothyroxine na||levothyroxine||levothyroxine
epi-pen (epinephrine hydrochloride)||hydro||ethanol
levothyroxine sodique||levothyroxin||levothyroxine
epi-pen (epinephrine hydrochloride)||epinephrine||epinephrine
levothyroxine sodique||levothyroxine||levothyroxine
levothyroxine sodium (levothyroxine sodium)||levothyroxine sodium||levothyroxine
levothyroxine sodium (levothyroxine sodium)||levothyroxin||levothyroxine
levothyroxine sodium (levothyroxine sodium)||levothyroxine||levothyroxine
levothyroxine sodium hydrate||sodium hydrate||sodium hydroxide
levothyroxine sodium hydrate||levothyroxine sodium||levothyroxine
levothyroxine sodium hydrate||levothyroxin||levothyroxine
levothyroxine sodium hydrate||levothyroxine||levothyroxine
levothyroxine sodium tablets||levothyroxine sodium||levothyroxine
levothyroxine sodium tablets||levothyroxin||levothyroxine
pioglitazone (pioglitazone)||pioglitazone||pioglitazone
levothyroxine sodium tablets||levothyroxine||levothyroxine
blinded probucol||probucol||probucol
levothyroxinum natricum||levothyroxin||levothyroxine
pioglitazone (unknown)||pioglitazone||pioglitazone
blinded ramipril||ramipril||ramipril
vagifem ld||vagifem||estradiol
blinded rivaroxaban||rivaroxaban||rivaroxaban
valaciclovir hydrochloride||hydro||ethanol
valaciclovir hydrochloride||valaciclovir||valaciclovir
valacyclovir (valaciclovir hydrochloride)||valacyclovir||valaciclovir
epinephrine [epinephrine hydrochloride]||epinephrin||epinephrine
epinephrine [epinephrine hydrochloride]||hydro||ethanol
valacyclovir (valaciclovir hydrochloride)||hydro||ethanol
epinephrine [epinephrine hydrochloride]||epinephrine||epinephrine
piperacillin sodium||piperacillin||piperacillin
valacyclovir (valaciclovir hydrochloride)||valaciclovir||valaciclovir
valacyclovir [valaciclovir hydrochloride]||valacyclovir||valaciclovir
valacyclovir [valaciclovir hydrochloride]||hydro||ethanol
valacyclovir [valaciclovir hydrochloride]||valaciclovir||valaciclovir
epinephrine hcl||epinephrin||epinephrine
blinded tolvaptan||tolvaptan||tolvaptan
valacyclovir hcl||valacyclovir||valaciclovir
epinephrine hcl||epinephrine||epinephrine
piperacillin sodium;tazobactam sodium||piperacillin||piperacillin
blinded trametinib||trametinib||trametinib
epinephrine hydrochloride||epinephrin||epinephrine
piperacillin sodium;tazobactam sodium||tazobactam||tazobactam
epinephrine hydrochloride||hydro||ethanol
epinephrine hydrochloride||epinephrine||epinephrine
valdorm (flurazepam hydrochloride)||flurazepam hydrochloride||flurazepam
levoxyl (levothyroxine sodium)||levothyroxine sodium||levothyroxine
piperacillin tazobactam pa||piperacillin||piperacillin
levoxyl (levothyroxine sodium)||levothyroxin||levothyroxine
blinded trilaciclib||trilaciclib||trilaciclib
valdorm (flurazepam hydrochloride)||flurazepam||flurazepam
epinephrine injection usp auto-injector||epinephrin||epinephrine
piperacillin tazobactam pa||tazobactam||tazobactam
levoxyl (levothyroxine sodium)||levoxyl||levothyroxine
valdorm (flurazepam hydrochloride)||hydro||ethanol
epinephrine injection usp auto-injector||epinephrine||epinephrine
levoxyl (levothyroxine sodium)||levothyroxine||levothyroxine
blinded vilanterol trifenatate||vilanterol||vilanterol
epinephrine injection usp auto-injector||epinephrine injection usp||epinephrine
lexapro (escitalopram oxalate)||lexapro||escitalopram
lexapro (escitalopram oxalate)||escitalopram oxalate||escitalopram
lexapro (escitalopram oxalate)||escitalopram||escitalopram
epinephrine injection usp auto?injector||epinephrin||epinephrine
epinephrine injection usp auto?injector||epinephrine||epinephrine
epinephrine injection usp auto?injector||epinephrine injection usp||epinephrine
piperacilline||piperacillin||piperacillin
piperacilline tazobactam mylan||piperacillin||piperacillin
piperacilline tazobactam mylan||tazobactam||tazobactam
epipen (epinephrine)||epipen||epinephrine
epipen (epinephrine)||epinephrin||epinephrine
epipen (epinephrine)||epinephrine||epinephrine
epirubicin (epirubicin) (epirubicin)||epirubicin||epirubicin
valium (diazepam)||valium||diazepam
pirarubicin hydrochloride||pirarubicin||pirarubicin
liberty cycler||cycle||levomenthol
valium (diazepam)||diazepam||diazepam
pirarubicin hydrochloride||hydro||ethanol
liberty cycler cassette||cycle||levomenthol
epirubicin (manufacturer unknown)||epirubicin||epirubicin
liberty cycler set||cycle||levomenthol
epirubicin (unknown)||epirubicin||epirubicin
epirubicin hcl||epirubicin||epirubicin
